LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
1	1	2	48.5	49.7	49.6	49.4	48.8	49.3	49.5	49.2	48.4	66.7	51.8	49.8	66.7	66.7	66.7	66.7	48.7	49.6	49.4	49.1	48.3	49.9	49.0	49.3	49.2	49.9	49.5	50.1	49.8	49.2	49.1	48.7
2	2	3	52.5	53.3	52.6	52.6	53.2	52.8	53.0	52.4	52.2	66.7	66.7	51.2	66.7	66.7	66.7	66.7	48.3	48.5	48.1	48.2	49.1	48.7	48.2	48.2	48.2	48.0	48.6	48.5	47.8	48.4	48.0	47.6
3	3	4	49.2	48.8	48.2	49.0	48.8	48.5	48.6	48.3	48.6	48.2	49.2	48.8	48.7	49.9	51.2	47.8	51.8	51.2	51.7	51.5	52.9	51.3	52.6	50.8	50.7	50.9	49.4	50.1	51.8	50.3	50.0	46.6
4	4	5	48.1	48.5	49.0	49.0	48.5	49.2	48.3	48.0	47.6	48.6	49.5	48.0	49.2	66.7	66.7	66.7	48.1	48.3	48.9	48.7	48.6	48.1	48.9	48.3	48.2	49.1	48.6	48.7	49.0	49.1	47.9	49.0
5	5	6	52.1	54.2	52.4	53.1	51.7	52.1	52.4	51.0	50.6	50.1	50.2	55.2	49.8	66.7	66.7	66.7	48.2	48.1	48.1	48.2	48.0	48.1	48.4	48.2	47.6	48.5	48.4	48.0	49.1	48.9	48.7	49.4
6	6	7	48.6	48.9	47.8	47.5	48.3	48.3	48.3	48.2	48.0	47.7	48.5	48.3	48.2	48.2	48.2	47.4	51.8	51.7	53.1	53.1	53.7	52.2	52.1	52.1	50.9	50.0	66.7	45.2	50.2	49.1	49.4	66.7
7	7	8	48.0	48.2	48.3	48.4	48.3	49.1	49.6	48.1	48.1	48.1	48.0	48.9	48.5	49.0	53.0	49.2	48.0	48.3	48.8	48.8	48.5	48.7	48.4	48.2	47.8	66.7	49.6	50.1	48.9	48.7	49.0	66.7
8	8	9	51.5	52.3	52.0	51.9	52.4	51.7	51.8	50.9	51.2	49.6	49.8	49.8	49.1	48.4	51.8	66.7	48.1	48.7	48.9	49.0	48.4	48.9	48.2	48.5	48.6	48.2	48.9	50.1	48.1	49.1	49.3	66.7
9	9	10	48.7	48.0	48.1	47.9	48.0	48.5	48.0	49.0	48.1	49.0	48.7	48.8	48.4	48.2	48.6	48.6	52.2	52.6	53.0	53.3	52.0	53.4	52.9	53.1	52.4	66.7	66.7	66.7	66.7	66.7	66.7	66.7
10	10	11	48.8	50.0	49.3	49.4	49.2	48.7	49.9	49.1	49.0	48.3	48.8	49.5	49.0	49.6	49.4	49.2	49.4	49.3	49.4	49.5	49.1	49.3	49.7	49.3	66.7	66.7	48.6	66.7	50.6	47.0	47.2	66.7
11	1	12	49.2	49.7	49.3	48.4	49.1	48.9	49.1	49.1	46.8	48.6	51.8	66.7	66.7	66.7	66.7	66.7	49.3	49.7	49.7	49.5	50.1	48.5	49.0	49.5	48.8	50.0	49.3	49.0	48.7	47.9	49.3	48.5
12	2	13	48.5	48.8	49.0	49.1	48.5	48.3	48.7	48.8	48.7	48.3	50.7	66.7	66.7	48.8	46.6	66.7	50.0	48.6	48.7	48.7	48.8	48.6	48.5	48.8	48.4	48.6	48.8	48.3	48.6	48.2	49.0	48.0
13	3	14	36.4	36.2	36.2	36.4	36.3	36.1	36.4	36.4	38.3	44.4	44.4	44.4	44.4	44.4	44.4	44.4	36.9	36.4	36.0	35.9	35.9	35.9	36.1	36.5	35.9	36.2	35.7	36.0	35.7	35.3	35.6	35.8
14	4	15	48.6	48.3	48.7	48.1	48.5	48.5	48.5	48.2	47.0	66.7	48.8	66.7	66.7	66.7	66.7	66.7	49.5	48.5	48.8	49.3	48.0	49.2	48.6	48.8	49.2	48.8	48.8	48.7	48.4	49.2	46.9	48.3
15	5	16	48.7	48.1	49.1	48.6	49.1	48.7	48.6	48.6	50.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.3	48.1	48.5	48.5	47.7	48.5	48.4	48.6	48.9	49.0	48.3	47.7	48.7	49.6	48.1	48.1
16	6	17	36.2	36.2	36.2	36.2	36.3	36.3	36.3	37.2	35.9	37.8	44.4	44.4	44.4	44.4	44.4	44.4	36.3	35.9	35.8	36.1	35.7	35.9	36.4	36.0	35.8	36.3	35.8	35.7	36.0	35.5	34.8	35.1
17	7	18	48.6	48.6	48.8	48.7	48.6	48.6	48.8	48.4	47.9	47.8	49.8	46.6	66.7	66.7	66.7	66.7	48.4	48.6	48.5	48.5	49.3	48.4	49.0	48.7	48.4	48.6	49.4	48.5	48.2	49.1	47.5	47.6
18	8	19	48.7	49.4	48.7	49.4	49.1	48.8	49.4	48.9	49.3	49.8	51.2	47.8	66.7	66.7	66.7	66.7	48.9	49.0	49.0	49.1	48.7	49.1	48.7	49.5	48.9	48.6	48.5	48.0	48.3	48.4	47.5	66.7
19	9	20	36.6	36.3	36.3	36.3	36.4	36.8	36.4	36.4	35.6	44.4	44.4	44.4	44.4	44.4	44.4	44.4	36.8	36.2	36.4	36.3	36.2	36.2	36.2	36.7	35.9	36.8	36.2	36.0	35.8	35.9	35.8	35.7
20	10	21	48.7	48.7	49.4	48.4	49.5	49.4	48.8	48.5	48.8	50.8	49.8	50.6	66.7	66.7	66.7	66.7	48.5	48.4	48.5	49.0	48.9	48.4	48.6	48.8	48.1	49.1	48.9	48.8	48.1	49.1	48.5	51.8
21	11	22	49.3	49.4	49.1	49.0	48.9	49.0	49.4	49.2	48.6	50.8	66.7	66.7	47.8	49.2	66.7	66.7	50.2	48.9	49.6	49.0	49.6	49.4	49.3	48.5	49.6	48.1	49.3	50.8	48.6	48.6	48.9	66.7
22	12	13	48.8	49.2	48.9	48.8	49.1	48.8	48.5	49.0	49.4	49.2	66.7	66.7	66.7	66.7	66.7	66.7	48.8	49.0	48.5	48.4	48.8	48.8	48.6	49.4	48.9	49.2	48.8	47.9	47.6	48.8	47.4	47.0
23	13	14	53.5	56.7	57.3	55.9	59.0	56.1	54.9	53.9	53.5	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.0	48.3	48.2	48.7	48.1	48.3	48.3	48.5	48.6	48.0	48.2	47.8	48.1	47.5	47.5	47.8
24	14	15	48.5	48.6	48.7	48.7	48.9	48.8	48.5	48.8	47.9	48.3	47.8	47.0	48.6	49.8	66.7	66.7	53.0	52.7	52.9	53.0	52.3	51.6	52.4	52.4	50.2	53.6	51.0	49.6	50.6	49.1	50.0	51.2
25	15	16	48.4	48.4	48.8	48.7	48.7	48.1	49.1	48.5	48.8	47.7	47.5	48.2	66.7	66.7	66.7	66.7	48.1	48.1	48.3	47.9	48.3	48.3	48.3	48.5	48.2	48.5	48.4	47.8	47.6	48.3	47.5	47.6
26	16	17	54.9	56.9	55.9	53.4	53.6	55.3	56.1	59.2	55.4	51.2	51.3	49.3	47.8	66.7	66.7	66.7	48.3	48.2	48.9	48.3	48.7	48.1	48.2	48.4	47.6	47.7	47.1	47.7	48.5	46.6	47.3	48.0
27	17	18	48.3	48.5	48.5	48.5	48.2	48.2	48.0	48.4	48.4	47.8	48.0	47.4	48.1	47.7	46.4	47.0	55.5	53.7	52.4	54.5	53.8	52.7	55.3	56.5	51.4	66.7	66.7	52.5	66.7	66.7	66.7	66.7
28	18	19	48.1	48.4	48.5	48.4	48.4	48.5	48.7	48.1	47.8	47.9	48.0	47.8	47.9	47.6	66.7	46.0	48.0	48.4	48.3	48.4	48.6	48.7	48.2	48.2	47.1	66.7	48.6	47.2	48.8	47.3	66.7	66.7
29	19	20	52.1	55.3	53.8	54.7	53.5	57.1	52.5	51.5	50.4	50.1	50.9	52.5	49.6	48.6	66.7	50.0	48.2	48.7	49.0	48.8	48.6	48.6	48.6	48.5	47.2	66.7	47.1	48.8	47.9	48.4	52.8	66.7
30	20	21	48.9	48.9	48.2	48.6	48.4	48.7	48.3	48.2	47.9	48.1	48.1	47.7	47.5	47.7	48.7	66.7	52.5	53.1	52.4	52.8	51.9	53.8	54.3	52.2	56.5	66.7	66.7	66.7	66.7	66.7	66.7	66.7
31	21	22	49.5	48.9	48.9	49.2	48.6	48.7	47.9	48.9	47.7	49.6	48.5	48.4	47.8	48.9	47.8	51.2	48.8	48.8	48.9	48.6	48.6	49.2	48.9	48.6	47.4	66.7	49.2	66.7	66.7	66.7	66.7	66.7
32	12	23	53.3	52.9	53.2	52.2	52.2	53.2	52.2	53.1	55.1	66.7	66.7	66.7	66.7	66.7	66.7	66.7	49.2	48.9	48.9	48.5	48.3	48.3	47.9	48.9	48.3	48.1	48.7	48.0	48.8	47.4	47.8	48.2
33	13	24	53.5	53.4	53.3	52.2	53.0	54.3	52.0	54.4	63.8	66.7	66.7	66.7	66.7	66.7	66.7	66.7	50.0	48.9	48.4	48.2	48.6	48.8	48.2	48.7	48.7	48.1	47.8	47.7	47.7	47.6	47.4	47.6
34	14	25	43.4	45.1	43.6	44.2	45.2	46.4	42.5	59.1	840.3	44.4	41.6	44.4	44.4	44.4	44.4	44.4	36.6	37.0	36.5	36.5	36.8	36.2	36.3	36.3	36.0	36.5	36.1	35.7	35.5	35.7	35.6	35.6
35	15	26	64.4	70.2	78.6	58.0	65.7	128.9	1020.4	2000.0	2000.0	2000.0	2000.0	66.7	66.7	66.7	66.7	66.7	49.2	48.7	48.5	48.5	48.4	48.0	49.3	48.9	49.6	49.3	48.4	48.1	47.9	48.6	46.5	47.8
36	16	27	80.8	87.4	85.9	523.6	1449.3	2000.0	2000.0	2000.0	2000.0	2000.0	2000.0	66.7	66.7	66.7	66.7	51.2	49.2	49.3	48.6	49.3	49.2	48.8	48.9	50.0	48.9	48.7	48.9	47.7	48.0	47.0	47.9	47.5
37	17	28	46.6	50.5	50.1	49.0	51.0	53.1	115.9	291.5	625.0	44.4	44.4	44.4	44.4	44.4	44.4	44.4	37.5	37.1	36.8	36.5	36.4	36.5	36.6	36.7	36.0	35.8	36.1	35.7	36.5	35.5	35.6	35.8
38	18	29	106.4	220.8	105.2	65.2	67.9	98.6	64.4	66.8	80.2	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.8	48.7	48.4	48.3	48.5	48.2	48.4	48.4	48.4	47.8	48.3	47.9	47.6	47.7	48.5	48.4
39	19	30	63.4	71.7	70.0	57.9	59.1	74.0	68.5	60.1	61.5	66.7	66.7	66.7	66.7	66.7	66.7	66.7	48.5	48.8	48.6	48.7	48.5	48.4	48.4	48.1	48.1	47.7	48.3	47.7	47.7	47.8	48.5	66.7
40	20	31	58.8	106.7	167.2	219.3	267.4	220.8	98.7	53.7	44.1	44.4	44.4	44.4	44.4	44.4	44.4	44.4	37.5	37.9	37.5	37.1	37.3	36.8	36.2	36.1	35.8	36.2	36.2	36.0	35.7	36.1	36.0	37.2
41	21	32	59.5	57.2	55.5	57.8	56.0	54.0	54.8	54.3	53.4	66.7	66.7	47.8	66.7	66.7	66.7	66.7	48.9	48.8	48.6	48.8	48.3	48.3	48.4	48.8	48.0	47.4	48.5	48.1	47.3	47.5	47.8	46.9
42	22	33	53.3	52.1	52.6	52.8	52.6	53.3	52.6	53.3	54.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	49.4	49.0	48.4	48.4	48.1	48.0	47.6	48.5	48.7	48.0	48.5	48.9	48.1	47.1	48.3	66.7
43	23	24	36.4	36.7	36.5	36.9	36.5	36.7	36.3	36.8	35.7	44.4	44.4	44.4	44.4	44.4	44.4	44.4	36.5	36.1	36.1	36.1	36.1	35.8	35.8	35.9	36.1	36.1	35.8	35.7	35.8	35.4	35.4	35.7
44	24	25	54.0	124.2	348.4	446.4	320.5	120.8	71.8	112.9	900.9	44.4	44.4	44.4	44.4	44.4	44.4	44.4	38.0	36.9	37.1	36.7	36.8	36.4	36.4	37.1	36.2	36.4	36.5	35.8	35.8	35.8	35.6	35.7
45	25	26	36.4	36.6	36.5	36.3	36.2	56.5	680.3	2000.0	1851.9	591.7	35.9	35.8	41.8	41.8	41.6	37.0	52.0	64.7	65.1	44.9	45.2	44.3	44.2	45.8	44.7	44.5	50.0	38.6	42.0	42.4	42.6	38.9
46	26	27	36.2	36.1	36.2	348.4	1052.6	1923.1	2000.0	2000.0	1298.7	555.6	409.8	35.4	44.4	44.4	44.4	44.4	37.7	37.3	37.5	36.4	36.5	37.9	44.1	49.9	241.5	140.1	37.6	35.4	35.5	35.6	35.2	35.4
47	27	28	82.6	300.3	1470.6	2000.0	2000.0	2000.0	2000.0	2000.0	990.1	495.0	334.4	395.3	36.7	37.2	44.4	44.4	40.4	38.0	37.9	56.5	110.4	144.9	463.0	442.5	2000.0	1250.0	1408.5	36.1	36.1	36.0	35.5	36.1
48	28	29	36.6	36.7	36.8	36.7	36.9	36.8	36.6	37.0	36.3	36.5	37.0	35.9	35.9	35.9	35.7	35.9	53.0	63.9	50.7	48.3	45.9	48.0	47.4	47.2	45.7	39.1	42.9	43.2	43.1	44.6	38.5	44.4
49	29	30	36.2	36.4	36.5	36.4	36.3	36.6	35.9	35.8	35.4	35.5	35.9	35.2	35.3	35.5	35.2	35.2	37.0	36.2	36.2	36.2	36.1	36.0	35.9	35.7	35.7	36.1	39.1	35.5	35.3	35.5	35.1	44.4
50	30	31	57.9	90.1	134.2	194.9	194.2	114.4	103.7	109.1	208.3	436.7	350.9	264.6	37.6	39.2	38.6	35.0	36.2	36.5	36.5	36.9	36.4	36.4	36.2	35.9	35.4	35.2	40.6	35.5	36.0	36.2	35.9	37.2
51	31	32	36.9	36.6	36.6	36.5	36.3	36.3	36.4	36.5	36.5	36.2	36.6	36.1	35.7	36.0	36.2	36.3	43.8	46.6	43.7	43.9	44.1	43.8	44.2	65.3	41.7	44.4	44.4	44.4	44.4	44.4	44.4	44.4
52	32	33	36.2	35.8	35.9	35.7	35.7	35.7	35.6	36.0	35.7	35.4	35.9	36.0	36.3	36.3	36.4	35.5	36.3	36.3	36.5	36.5	36.4	36.4	36.3	36.4	35.5	44.4	44.4	44.4	44.4	44.4	44.4	44.4
53	23	34	48.8	48.3	48.8	48.4	48.6	48.3	47.9	48.5	49.1	48.4	49.1	49.6	48.8	48.3	49.8	50.8	52.2	52.1	51.1	52.4	52.3	51.5	52.1	51.9	50.8	51.1	50.4	50.6	49.2	48.7	50.3	49.9
54	24	35	48.7	48.2	48.4	48.3	48.1	48.3	48.1	48.9	47.9	48.7	48.9	48.7	50.5	48.1	49.2	66.7	54.7	53.8	53.2	53.3	53.1	55.9	52.9	56.0	51.0	52.2	50.7	49.3	50.8	49.8	47.2	51.1
55	25	36	36.1	36.4	36.3	36.3	36.3	36.7	37.2	39.2	35.9	37.7	39.4	40.7	37.5	37.8	35.4	37.8	93.9	315.5	800.0	1176.5	1149.4	675.7	740.7	529.1	1388.9	190.5	39.7	41.3	40.7	39.8	38.5	40.3
56	26	37	48.2	48.0	48.3	48.4	48.3	48.3	48.6	49.1	48.3	48.0	47.7	49.8	49.8	48.5	49.5	48.4	73.0	90.4	70.7	57.9	57.0	87.5	598.8	990.1	2000.0	1785.7	174.5	51.0	50.5	51.1	50.7	50.1
57	27	38	48.3	48.4	48.4	49.0	48.1	48.2	48.7	49.0	48.3	48.8	48.4	48.1	47.6	49.4	48.0	66.7	65.0	71.6	88.4	396.8	769.2	1470.6	1136.4	1666.7	2000.0	1923.1	480.8	51.2	50.3	51.1	50.6	50.3
