HOUSEHOLD	PERSON	TRIP	LEG	MODE	EVENT	SCHEDULE	ACTUAL	LINK	OFFSET
52833	1	1	2	0	2	689	778	-165	500
48063	1	1	2	0	2	622	565	-147	500
47769	1	1	2	0	2	400	972	-23	500
53665	1	1	2	0	2	266	741	-13	500
18688	1	1	2	0	2	589	488	-11	500
3915	1	1	2	0	2	533	439	-147	500
9873	1	1	2	0	2	444	443	-2	500
19887	1	1	2	0	2	200	411	-128	500
29192	1	1	2	0	2	467	393	-28	500
15740	1	1	2	0	2	678	985	-20	500
35922	1	1	2	0	2	544	632	-35	500
92	1	1	2	0	2	544	451	136	500
22672	1	1	2	0	2	233	208	-124	500
8067	1	1	2	0	2	333	920	-3	500
59193	1	1	2	0	2	611	884	-170	500
50790	1	1	2	0	2	366	338	30	500
13615	1	1	2	0	2	267	206	129	500
58609	1	1	2	0	2	366	1111	186	500
37371	1	1	2	0	2	578	500	-42	500
26007	1	1	2	0	2	400	383	-141	500
100	1	1	2	0	2	400	1297	-17	500
8783	1	1	2	0	2	356	1097	24	500
23163	1	1	2	0	2	278	947	145	500
10748	1	1	2	0	2	211	172	-125	500
46782	1	1	2	0	2	556	1157	28	500
43675	1	1	2	0	2	611	754	-127	500
57491	1	1	2	0	2	489	359	-1	500
29819	1	1	2	0	2	611	1173	-13	500
33438	1	1	2	0	2	322	790	142	500
15216	1	1	2	0	2	555	481	-146	500
23106	1	1	2	0	2	411	475	-40	500
23809	1	1	2	0	2	533	1030	134	500
53645	1	1	2	0	2	400	690	-64	500
563	1	1	2	0	2	677	588	-106	500
57066	1	1	2	0	2	445	474	132	500
43736	1	1	2	0	2	400	305	-20	500
49760	1	1	2	0	2	367	1108	-34	500
41486	1	1	2	0	2	467	1031	146	500
42309	1	1	2	0	2	445	371	-129	500
321	1	1	2	0	2	434	333	-124	500
51603	1	1	2	0	2	489	1558	-47	500
43913	1	1	2	0	2	578	1183	125	500
8656	1	1	2	0	2	256	735	-13	500
26601	1	1	2	0	2	411	699	51	500
32957	1	1	2	0	2	744	1443	52	500
40154	1	1	2	0	2	500	1283	-44	500
36641	1	1	2	0	2	478	1258	220	500
53421	1	1	2	0	2	478	1205	-47	500
10814	1	1	2	0	2	400	942	-12	500
56170	1	1	2	0	2	467	814	-77	500
51103	1	1	2	0	2	667	765	-22	500
21950	1	1	2	0	2	556	694	117	500
979	1	1	2	0	2	677	644	-43	500
1437	1	1	2	0	2	511	436	136	500
3869	1	1	2	0	2	378	307	-126	500
16900	1	1	2	0	2	633	1889	-44	500
30510	1	1	2	0	2	444	938	-21	500
19859	1	1	2	0	2	322	469	139	500
45151	1	1	2	0	2	555	458	-146	500
19102	1	1	2	0	2	433	394	-40	500
31142	1	1	2	0	2	200	143	-126	500
40457	1	1	2	0	2	722	1203	210	500
35890	1	1	2	0	2	778	1173	31	500
2110	1	1	2	0	2	322	642	132	500
30176	1	1	2	0	2	333	458	137	500
19111	1	1	2	0	2	478	408	-40	500
35668	1	1	2	0	2	400	340	-123	500
44314	1	1	2	0	2	822	639	197	500
20335	1	1	2	0	2	478	446	-211	500
3219	1	1	2	0	2	478	414	31	500
22767	1	1	2	0	2	189	182	-139	500
56198	1	1	2	0	2	478	831	217	500
40801	1	1	2	0	2	844	698	-211	500
39913	1	1	2	0	2	400	414	-17	500
15613	1	1	2	0	2	178	165	118	500
24622	1	1	2	0	2	600	1234	136	500
33781	1	1	2	0	2	544	1194	51	500
9355	1	1	2	0	2	733	1158	207	500
2779	1	1	2	0	2	533	444	204	500
33961	1	1	2	0	2	245	391	129	500
3663	1	1	2	0	2	200	387	-127	500
1816	1	1	2	0	2	455	366	-128	500
56764	1	1	2	0	2	167	131	-91	500
51104	1	1	2	0	2	356	275	-150	500
57238	1	1	2	0	2	311	1437	174	500
34442	1	1	2	0	2	644	1219	210	500
25646	1	1	2	0	2	256	936	141	500
31455	1	1	2	0	2	578	890	203	500
47009	1	1	2	0	2	666	1852	217	500
56403	1	1	2	0	2	600	1648	126	500
52286	1	1	2	0	2	478	1061	-47	500
18350	1	1	2	0	2	278	226	-128	500
18252	1	1	2	0	2	600	1028	-21	500
36590	1	1	2	0	2	400	820	-1	500
37124	1	1	2	0	2	578	520	-126	500
3649	1	1	2	0	2	366	319	213	500
36888	1	1	2	0	2	777	1616	218	500
29330	1	1	2	0	2	600	1055	-127	500
455	1	1	2	0	2	211	499	136	500
21771	1	1	2	0	2	266	272	-142	500
14534	1	1	2	0	2	422	1106	-24	500
36433	1	1	2	0	2	800	656	198	500
30310	1	1	2	0	2	400	651	134	500
39248	1	1	2	0	2	667	572	203	500
24560	1	1	2	0	2	522	412	-211	500
24799	1	1	2	0	2	400	1218	25	500
44468	1	1	2	0	2	366	1190	-44	500
31974	1	1	2	0	2	822	693	54	500
40907	1	1	2	0	2	566	537	-48	500
53501	1	1	2	0	2	522	428	-83	500
20499	1	1	2	0	2	333	383	133	500
11433	1	1	2	0	2	355	353	118	500
41850	1	1	2	0	2	311	271	-8	500
3359	1	1	2	0	2	889	1872	-212	500
12583	1	1	2	0	2	433	940	-145	500
46439	1	1	2	0	2	600	483	-2	500
45926	1	1	2	0	2	333	376	132	500
32181	1	1	2	0	2	400	346	-143	500
9131	1	1	2	0	2	478	1423	-47	500
23592	1	1	2	0	2	600	1171	-19	500
55881	1	1	2	0	2	389	987	143	500
50424	1	1	2	0	2	588	849	-215	500
26594	1	1	2	0	2	433	734	134	500
15596	1	1	2	0	2	822	707	-211	500
1394	1	1	2	0	2	589	518	-48	500
58040	1	1	2	0	2	334	362	84	500
12041	1	1	2	0	2	366	327	-212	500
21121	1	1	2	0	2	322	245	134	500
1244	1	1	2	0	2	300	228	-141	500
5317	1	1	2	0	2	211	188	-127	500
23269	1	1	2	0	2	500	2054	50	500
11799	1	1	2	0	2	667	1788	217	500
13415	1	1	2	0	2	455	1711	45	500
19949	1	1	2	0	2	533	993	220	500
16782	1	1	2	0	2	822	750	-211	500
30696	1	1	2	0	2	533	562	-27	500
48050	1	1	2	0	2	422	383	-152	500
46084	1	1	2	0	2	267	238	129	500
16232	1	1	2	0	2	233	216	-124	500
35994	1	1	2	0	2	400	1029	-12	500
22018	1	1	2	0	2	544	564	30	500
2372	1	1	2	0	2	800	1252	206	500
51293	1	1	2	0	2	500	883	216	500
11481	1	1	2	0	2	677	595	213	500
2006	1	1	2	0	2	444	367	213	500
17339	1	1	2	0	2	267	213	-128	500
28498	1	1	2	0	2	189	164	132	500
17862	1	1	2	0	2	623	1146	147	500
10426	1	1	2	0	2	600	903	203	500
2055	1	1	2	0	2	500	847	216	500
34606	1	1	2	0	2	600	1683	216	500
52391	1	1	2	0	2	534	984	133	500
21691	1	1	2	0	2	511	925	-11	500
27933	1	1	2	0	2	378	457	120	500
33884	1	1	2	0	2	400	309	8	500
8988	1	1	2	0	2	366	307	-212	500
47983	1	1	2	0	2	378	280	-9	500
49311	1	1	2	0	2	311	231	-156	500
19947	1	1	2	0	2	533	1323	-20	500
57466	1	1	2	0	2	467	863	182	500
1290	1	1	2	0	2	422	724	-162	500
8799	1	1	2	0	2	366	288	-212	500
13603	1	1	2	0	2	633	1977	-45	500
47620	1	1	2	0	2	444	868	134	500
18394	1	1	2	0	2	267	527	-132	500
43686	1	1	2	0	2	622	518	200	500
42974	1	1	2	0	2	544	424	-211	500
54609	1	1	2	0	2	445	337	-131	500
35324	1	1	2	0	2	356	270	-130	500
36500	1	1	2	0	2	333	813	144	500
37410	1	1	2	0	2	300	431	-107	500
13508	1	1	2	0	2	389	307	-106	500
41436	1	1	2	0	2	667	1411	-56	500
45874	1	1	2	0	2	400	1202	145	500
5767	1	1	2	0	2	289	752	144	500
48410	1	1	2	0	2	555	2573	132	500
17501	1	1	2	0	2	533	1339	146	500
37748	1	1	2	0	2	334	654	-132	500
50070	1	1	2	0	2	378	526	137	500
58022	1	1	2	0	2	278	1045	-15	500
55086	1	1	2	0	2	278	962	156	500
14680	1	1	2	0	2	289	751	144	500
16353	1	1	2	0	2	455	383	-42	500
19857	1	1	2	0	2	211	171	-138	500
5580	1	1	2	0	2	500	1413	-47	500
47453	1	1	2	0	2	733	1133	-212	500
30080	1	1	2	0	2	667	572	-147	500
46458	1	1	2	0	2	311	269	-120	500
30412	1	1	2	0	2	322	249	-106	500
42002	1	1	2	0	2	700	623	-211	500
56576	1	1	2	0	2	422	351	157	500
26835	1	1	2	0	2	200	143	-120	500
56995	1	1	2	0	2	445	847	-74	500
16628	1	1	2	0	2	622	511	200	500
487	1	1	2	0	2	134	398	129	500
50843	1	1	2	0	2	700	1194	220	500
7240	1	1	2	0	2	689	1045	204	500
38540	1	1	2	0	2	478	973	207	500
9050	1	1	2	0	2	378	747	-128	500
51858	1	1	2	0	2	544	448	200	500
40551	1	1	2	0	2	422	398	-39	500
36564	1	1	2	0	2	111	86	126	500
34110	1	1	2	0	2	622	1849	-39	500
49160	1	1	2	0	2	600	958	204	500
50862	1	1	2	0	2	611	515	-11	500
52100	1	1	2	0	2	467	430	-39	500
58823	1	1	2	0	2	411	388	55	500
51401	1	1	2	0	2	489	1143	-33	500
18220	1	1	2	0	2	478	1084	-130	500
47576	1	1	2	0	2	623	952	-22	500
24246	1	1	2	0	2	333	799	-140	500
20832	1	1	2	0	2	555	728	118	500
35603	1	1	2	0	2	611	651	118	500
8968	1	1	2	0	2	555	446	201	500
39587	1	1	2	0	2	622	1182	203	500
45126	1	1	2	0	2	400	753	205	500
32185	1	1	2	0	2	111	87	126	500
43754	1	1	2	0	2	422	873	150	500
10756	1	1	2	0	2	667	545	-3	500
56785	1	1	2	0	2	611	529	-19	500
27914	1	1	2	0	2	489	503	-2	500
8822	1	1	2	0	2	544	480	202	500
46829	1	1	2	0	2	233	258	130	500
2656	1	1	2	0	2	189	166	-145	500
2662	1	1	2	0	2	366	1573	27	500
34704	1	1	2	0	2	400	431	-17	500
4221	1	1	2	0	2	378	276	-1	500
15159	1	1	2	0	2	333	255	-140	500
43179	1	1	2	0	2	511	1285	126	500
4858	1	1	2	0	2	322	726	140	500
19296	1	1	2	0	2	733	608	218	500
38854	1	1	2	0	2	611	489	-211	500
8718	1	1	2	0	2	322	286	-124	500
16314	1	1	2	0	2	356	274	-130	500
23010	1	1	2	0	2	322	251	-106	500
1084	1	1	2	0	2	278	228	-142	500
26460	1	1	2	0	2	588	1521	50	500
57552	1	1	2	0	2	800	1494	-18	500
48335	1	1	2	0	2	544	981	-217	500
50606	1	1	2	0	2	256	635	135	500
25510	1	1	2	0	2	422	398	-39	500
48138	1	1	2	0	2	378	361	126	500
40513	1	1	2	0	2	400	308	105	500
48473	1	1	2	0	2	667	1334	213	500
35028	1	1	2	0	2	189	730	142	500
31838	1	1	2	0	2	378	726	3	500
25003	1	1	2	0	2	211	403	-133	500
25405	1	1	2	0	2	311	251	-120	500
20186	1	1	2	0	2	334	248	-1	500
52595	1	1	2	0	2	267	471	31	500
40108	1	1	2	0	2	333	410	133	500
36400	1	1	2	0	2	366	318	-29	500
32054	1	1	2	0	2	266	254	109	500
231	1	1	2	0	2	311	250	-120	500
14133	1	1	2	0	2	456	1067	145	500
29275	1	1	2	0	2	544	464	136	500
31671	1	1	2	0	2	511	437	-125	500
12124	1	1	2	0	2	267	231	129	500
10180	1	1	2	0	2	245	183	-147	500
53721	1	1	2	0	2	800	1139	206	500
9450	1	1	2	0	2	222	684	143	500
22971	1	1	2	0	2	444	370	-17	500
4133	1	1	2	0	2	400	330	-29	500
12081	1	1	2	0	2	267	794	144	500
54375	1	1	2	0	2	578	497	217	500
40989	1	1	2	0	2	233	234	-124	500
28775	1	1	2	0	2	266	230	109	500
43968	1	1	2	0	2	144	176	126	500
36072	1	1	2	0	2	589	1648	-46	500
5294	1	1	2	0	2	400	1597	143	500
6915	1	1	2	0	2	578	1554	-32	500
33571	1	1	2	0	2	677	1490	54	500
40424	1	1	2	0	2	433	1122	-147	500
30594	1	1	2	0	2	333	1020	-15	500
49393	1	1	2	0	2	478	1448	-38	500
4798	1	1	2	0	2	533	1126	208	500
17073	1	1	2	0	2	544	1073	114	500
58517	1	1	2	0	2	644	994	195	500
8677	1	1	2	0	2	222	699	143	500
8672	1	1	2	0	2	622	545	-127	500
32502	1	1	2	0	2	588	497	30	500
57807	1	1	2	0	2	466	382	189	500
53283	1	1	2	0	2	400	325	186	500
22717	1	1	2	0	2	722	2451	219	500
4668	1	1	2	0	2	600	1217	126	500
5709	1	1	2	0	2	544	576	-49	500
18163	1	1	2	0	2	600	475	136	500
33497	1	1	2	0	2	366	318	-29	500
41376	1	1	2	0	2	366	296	-29	500
20642	1	1	2	0	2	167	126	124	500
26263	1	1	2	0	2	611	1587	-148	500
54925	1	1	2	0	2	233	909	125	500
38610	1	1	2	0	2	144	651	142	500
41868	1	1	2	0	2	511	540	134	500
16601	1	1	2	0	2	256	315	-122	500
55161	1	1	2	0	2	267	211	9	500
12289	1	1	2	0	2	300	1124	-22	500
16377	1	1	2	0	2	267	847	144	500
43669	1	1	2	0	2	600	677	28	500
17045	1	1	2	0	2	578	624	215	500
29394	1	1	2	0	2	467	529	134	500
10271	1	1	2	0	2	611	464	202	500
6763	1	1	2	0	2	266	227	109	500
29749	1	1	2	0	2	289	1017	24	500
59272	1	1	2	0	2	467	825	-117	500
34806	1	1	2	0	2	322	752	5	500
34748	1	1	2	0	2	300	745	-127	500
35576	1	1	2	0	2	211	392	-133	500
36820	1	1	2	0	2	400	1015	-23	500
38303	1	1	2	0	2	500	878	-218	500
20447	1	1	2	0	2	211	443	-127	500
18803	1	1	2	0	2	467	414	-1	500
46592	1	1	2	0	2	445	390	101	500
21844	1	1	2	0	2	733	1881	-148	500
12943	1	1	2	0	2	367	862	135	500
49187	1	1	2	0	2	678	541	-44	500
34368	1	1	2	0	2	400	366	117	500
35066	1	1	2	0	2	478	1464	-46	500
25749	1	1	2	0	2	611	1220	-43	500
15031	1	1	2	0	2	356	1195	135	500
15721	1	1	2	0	2	322	1041	-33	500
48188	1	1	2	0	2	267	677	136	500
6711	1	1	2	0	2	566	518	-127	500
55643	1	1	2	0	2	566	1089	114	500
58302	1	1	2	0	2	489	925	183	500
13785	1	1	2	0	2	534	613	-39	500
55525	1	1	2	0	2	533	1097	-17	500
46531	1	1	2	0	2	333	800	141	500
58054	1	1	2	0	2	134	97	196	500
7603	1	1	2	0	2	622	1548	218	500
47528	1	1	2	0	2	711	1249	-53	500
3871	1	1	2	0	2	511	1209	147	500
59922	1	1	2	0	2	489	1823	143	500
24725	1	1	2	0	2	311	271	109	500
29976	1	1	2	0	2	189	204	132	500
9482	1	1	2	0	2	889	2478	219	500
2313	1	1	2	0	2	556	1692	146	500
39358	1	1	2	0	2	467	667	-127	500
33295	1	1	2	0	2	622	607	-41	500
218	1	1	2	0	2	411	534	-40	500
12004	1	1	2	0	2	400	289	-9	500
32028	1	1	2	0	2	467	1682	158	500
18288	1	1	2	0	2	722	1371	-55	500
59777	1	1	2	0	2	622	1074	-53	500
41847	1	1	2	0	2	667	931	117	500
15346	1	1	2	0	2	144	694	142	500
40281	1	1	2	0	2	467	1124	146	500
56544	1	1	2	0	2	322	1059	24	500
30828	1	1	2	0	2	633	498	211	500
5717	1	1	2	0	2	400	491	-7	500
7139	1	1	2	0	2	678	755	-107	500
4781	1	1	2	0	2	400	1256	146	500
8569	1	1	2	0	2	511	594	214	500
34524	1	1	2	0	2	478	412	-40	500
39594	1	1	2	0	2	455	379	135	500
3181	1	1	2	0	2	211	173	-127	500
43385	1	1	2	0	2	400	997	-12	500
40550	1	1	2	0	2	378	863	132	500
38728	1	1	2	0	2	522	718	-211	500
54430	1	1	2	0	2	211	597	-22	500
44778	1	1	2	0	2	600	547	146	500
43854	1	1	2	0	2	555	517	203	500
55345	1	1	2	0	2	589	506	-43	500
13365	1	1	2	0	2	522	430	200	500
9633	1	1	2	0	2	322	278	-141	500
27710	1	1	2	0	2	511	969	220	500
30304	1	1	2	0	2	555	488	156	500
32916	1	1	2	0	2	355	393	118	500
27414	1	1	2	0	2	422	315	-14	500
23022	1	1	2	0	2	311	237	134	500
6208	1	1	2	0	2	422	1004	146	500
48666	1	1	2	0	2	766	718	-43	500
7745	1	1	2	0	2	356	269	-147	500
53985	1	1	2	0	2	533	854	217	500
16564	1	1	2	0	2	411	693	-33	500
22979	1	1	2	0	2	334	243	95	500
47552	1	1	2	0	2	233	180	-121	500
15672	1	1	2	0	2	167	133	124	500
7740	1	1	2	0	2	488	971	-44	500
2611	1	1	2	0	2	322	906	-139	500
42927	1	1	2	0	2	588	563	-46	500
15836	1	1	2	0	2	489	464	-41	500
49051	1	1	2	0	2	522	405	-211	500
53098	1	1	2	0	2	267	1217	71	500
29417	1	1	2	0	2	422	979	120	500
45176	1	1	2	0	2	544	691	-50	500
24679	1	1	2	0	2	344	661	134	500
46493	1	1	2	0	2	544	555	118	500
29426	1	1	2	0	2	533	485	-2	500
24824	1	1	2	0	2	511	430	135	500
24515	1	1	2	0	2	200	147	-135	500
28408	1	1	2	0	2	111	87	125	500
35195	1	1	2	0	2	655	1580	-41	500
28813	1	1	2	0	2	533	1398	146	500
14297	1	1	2	0	2	500	1137	-47	500
26868	1	1	2	0	2	367	1086	-148	500
52486	1	1	2	0	2	389	787	133	500
8468	1	1	2	0	2	522	434	-211	500
20844	1	1	2	0	2	278	405	-107	500
3035	1	1	2	0	2	311	277	-140	500
9398	1	1	2	0	2	489	1153	147	500
58148	1	1	2	0	2	511	1011	182	500
13779	1	1	2	0	2	389	304	109	500
16195	1	1	2	0	2	211	637	141	500
28968	1	1	2	0	2	311	286	135	500
12669	1	1	2	0	2	333	279	-144	500
52597	1	1	2	0	2	322	241	19	500
36936	1	1	2	0	2	245	188	-136	500
10845	1	1	2	0	2	200	159	123	500
57136	1	1	2	0	2	189	141	49	500
59000	1	1	2	0	2	167	129	-108	500
46445	1	1	2	0	2	844	2090	-218	500
12980	1	1	2	0	2	622	1638	125	500
41771	1	1	2	0	2	622	1384	-44	500
19782	1	1	2	0	2	455	443	-16	500
9894	1	1	2	0	2	311	241	134	500
52227	1	1	2	0	2	189	183	-134	500
44190	1	1	2	0	2	333	970	-151	500
18578	1	1	2	0	2	555	959	-211	500
45677	1	1	2	0	2	644	884	203	500
38644	1	1	2	0	2	533	449	204	500
1030	1	1	2	0	2	478	2148	156	500
21325	1	1	2	0	2	644	1231	-56	500
50989	1	1	2	0	2	600	1106	207	500
18201	1	1	2	0	2	256	713	4	500
44913	1	1	2	0	2	589	510	-12	500
13554	1	1	2	0	2	578	2096	-67	500
14020	1	1	2	0	2	666	1311	-32	500
11573	1	1	2	0	2	366	687	216	500
30521	1	1	2	0	2	556	440	-27	500
2261	1	1	2	0	2	211	433	134	500
22630	1	1	2	0	2	167	409	133	500
12449	1	1	2	0	2	522	948	207	500
14501	1	1	2	0	2	667	922	-213	500
51896	1	1	2	0	2	489	883	-159	500
17911	1	1	2	0	2	378	851	144	500
58610	1	1	2	0	2	422	606	-148	500
43997	1	1	2	0	2	633	536	-212	500
20543	1	1	2	0	2	467	422	-212	500
47634	1	1	2	0	2	156	131	123	500
1687	1	1	2	0	2	411	797	121	500
50922	1	1	2	0	2	578	481	136	500
27505	1	1	2	0	2	589	463	136	500
29852	1	1	2	0	2	488	1994	-34	500
22988	1	1	2	0	2	711	1276	210	500
55730	1	1	2	0	2	300	991	166	500
1347	1	1	2	0	2	677	546	-212	500
17620	1	1	2	0	2	544	453	-126	500
13678	1	1	2	0	2	556	448	155	500
47023	1	1	2	0	2	256	300	-141	500
55135	1	1	2	0	2	322	246	-159	500
301	1	1	2	0	2	511	1085	119	500
4600	1	1	2	0	2	511	773	123	500
11841	1	1	2	0	2	278	403	-107	500
43884	1	1	2	0	2	511	401	-27	500
467	1	1	2	0	2	422	325	136	500
54754	1	1	2	0	2	189	154	178	500
13908	1	1	2	0	2	178	153	-123	500
27569	1	1	2	0	2	756	1663	60	500
54314	1	1	2	0	2	756	1547	188	500
7249	1	1	2	0	2	667	1387	53	500
57195	1	1	2	0	2	134	93	73	500
15251	1	1	2	0	2	411	1812	-47	500
39262	1	1	2	0	2	689	1592	31	500
3483	1	1	2	0	2	611	1094	217	500
45884	1	1	2	0	2	433	1072	145	500
2584	1	1	2	0	2	467	656	138	500
20559	1	1	2	0	2	667	914	203	500
12196	1	1	2	0	2	300	832	-141	500
7496	1	1	2	0	2	611	746	-107	500
15950	1	1	2	0	2	445	610	137	500
4663	1	1	2	0	2	333	573	116	500
10631	1	1	2	0	2	334	466	123	500
12609	1	1	2	0	2	256	229	-127	500
12837	1	1	2	0	2	178	2265	-34	500
52029	1	1	2	0	2	500	1257	219	500
34136	1	1	2	0	2	467	1070	-139	500
59489	1	1	2	0	2	544	987	-1	500
21439	1	1	2	0	2	256	873	145	500
2783	1	1	2	0	2	344	800	-140	500
1907	1	1	2	0	2	256	569	136	500
15173	1	1	2	0	2	200	145	-138	500
20611	1	1	2	0	2	478	850	-34	500
25065	1	1	2	0	2	644	825	-12	500
35330	1	1	2	0	2	600	1084	-214	500
26988	1	1	2	0	2	445	709	-127	500
11487	1	1	2	0	2	167	371	131	500
17318	1	1	2	0	2	333	284	-140	500
24362	1	1	2	0	2	322	251	-7	500
41727	1	1	2	0	2	589	2691	144	500
41418	1	1	2	0	2	567	1257	48	500
21839	1	1	2	0	2	467	775	-21	500
22266	1	1	2	0	2	311	251	-140	500
44134	1	1	2	0	2	667	1455	215	500
26392	1	1	2	0	2	489	875	-159	500
37476	1	1	2	0	2	344	299	-20	500
8031	1	1	2	0	2	334	242	-146	500
26994	1	1	2	0	2	611	1717	-44	500
40741	1	1	2	0	2	489	814	-130	500
1434	1	1	2	0	2	555	468	156	500
40563	1	1	2	0	2	500	448	-37	500
8209	1	1	2	0	2	511	404	134	500
56992	1	1	2	0	2	467	1342	146	500
19556	1	1	2	0	2	733	1128	207	500
55233	1	1	2	0	2	622	1073	206	500
30543	1	1	2	0	2	533	1054	137	500
3996	1	1	2	0	2	189	869	142	500
38802	1	1	2	0	2	467	774	-21	500
48625	1	1	2	0	2	244	496	119	500
8893	1	1	2	0	2	455	394	-27	500
24011	1	1	2	0	2	278	307	-141	500
45043	1	1	2	0	2	433	953	-138	500
11979	1	1	2	0	2	667	906	-20	500
18754	1	1	2	0	2	422	844	-1	500
22254	1	1	2	0	2	700	657	-44	500
8317	1	1	2	0	2	333	525	137	500
37308	1	1	2	0	2	411	316	-21	500
59123	1	1	2	0	2	233	223	-166	500
28314	1	1	2	0	2	478	1747	-44	500
4806	1	1	2	0	2	700	842	-34	500
28748	1	1	2	0	2	578	451	-147	500
39539	1	1	2	0	2	200	157	123	500
49424	1	1	2	0	2	444	1699	-44	500
47082	1	1	2	0	2	733	1294	213	500
48295	1	1	2	0	2	733	642	203	500
58184	1	1	2	0	2	489	591	-34	500
41435	1	1	2	0	2	644	579	-157	500
51763	1	1	2	0	2	467	407	135	500
54805	1	1	2	0	2	633	1501	217	500
21175	1	1	2	0	2	356	1421	-151	500
27185	1	1	2	0	2	400	952	-15	500
46502	1	1	2	0	2	400	574	137	500
33708	1	1	2	0	2	333	252	-126	500
24441	1	1	2	0	2	555	841	206	500
16480	1	1	2	0	2	478	770	205	500
417	1	1	2	0	2	278	598	132	500
54975	1	1	2	0	2	311	295	-47	500
34175	1	1	2	0	2	334	289	-122	500
41764	1	1	2	0	2	211	176	-145	500
41082	1	1	2	0	2	611	930	205	500
39644	1	1	2	0	2	544	494	202	500
10943	1	1	2	0	2	422	382	-20	500
20944	1	1	2	0	2	367	683	-15	500
48597	1	1	2	0	2	333	614	132	500
7836	1	1	2	0	2	467	394	134	500
35050	1	1	2	0	2	378	744	125	500
26183	1	1	2	0	2	256	198	-139	500
32856	1	1	2	0	2	189	771	142	500
29948	1	1	2	0	2	556	643	138	500
33834	1	1	2	0	2	400	354	-123	500
22521	1	1	2	0	2	266	224	-19	500
2206	1	1	2	0	2	722	1642	208	500
39332	1	1	2	0	2	544	1266	-43	500
7177	1	1	2	0	2	278	1237	27	500
31534	1	1	2	0	2	333	1055	-15	500
42420	1	1	2	0	2	844	703	197	500
39611	1	1	2	0	2	911	1644	210	500
20634	1	1	2	0	2	267	1211	7	500
48079	1	1	2	0	2	400	846	-12	500
51871	1	1	2	0	2	433	379	-125	500
29008	1	1	2	0	2	711	1725	53	500
38583	1	1	2	0	2	589	1163	220	500
10269	1	1	2	0	2	544	843	205	500
8034	1	1	2	0	2	267	597	-132	500
26906	1	1	2	0	2	611	494	202	500
8551	1	1	2	0	2	400	321	-127	500
53253	1	1	2	0	2	322	244	152	500
41963	1	1	2	0	2	189	206	132	500
29433	1	1	2	0	2	445	739	138	500
13639	1	1	2	0	2	200	577	-133	500
4198	1	1	2	0	2	500	558	113	500
19578	1	1	2	0	2	400	494	-18	500
22080	1	1	2	0	2	211	754	142	500
5792	1	1	2	0	2	467	400	134	500
459	1	1	2	0	2	367	293	-130	500
444	1	1	2	0	2	278	1566	155	500
11572	1	1	2	0	2	544	471	-126	500
49483	1	1	2	0	2	478	380	-27	500
27063	1	1	2	0	2	322	283	129	500
16703	1	1	2	0	2	256	204	-139	500
1284	1	1	2	0	2	778	1577	-54	500
47819	1	1	2	0	2	411	1486	30	500
50718	1	1	2	0	2	700	1173	220	500
11508	1	1	2	0	2	455	817	217	500
20045	1	1	2	0	2	633	700	117	500
52630	1	1	2	0	2	666	586	-19	500
55191	1	1	2	0	2	600	503	220	500
46217	1	1	2	0	2	544	464	-1	500
33261	1	1	2	0	2	555	452	-146	500
32145	1	1	2	0	2	245	216	-120	500
29119	1	1	2	0	2	622	1429	-43	500
7601	1	1	2	0	2	622	930	206	500
3426	1	1	2	0	2	667	830	-29	500
51922	1	1	2	0	2	523	380	210	500
38201	1	1	2	0	2	400	338	136	500
33050	1	1	2	0	2	200	216	-117	500
37704	1	1	2	0	2	644	1393	-54	500
56388	1	1	2	0	2	556	1116	185	500
21183	1	1	2	0	2	422	1265	28	500
1108	1	1	2	0	2	289	1043	-23	500
45840	1	1	2	0	2	500	933	134	500
41720	1	1	2	0	2	711	770	-39	500
83	1	1	2	0	2	667	1687	125	500
36110	1	1	2	0	2	500	1486	147	500
58611	1	1	2	0	2	533	1129	219	500
24036	1	1	2	0	2	533	1003	-158	500
9220	1	1	2	0	2	800	642	-32	500
3091	1	1	2	0	2	300	516	-127	500
5424	1	1	2	0	2	533	486	-2	500
58988	1	1	2	0	2	555	486	-39	500
21756	1	1	2	0	2	689	1337	-57	500
554	1	1	2	0	2	678	1075	220	500
27172	1	1	2	0	2	322	1020	8	500
31304	1	1	2	0	2	422	741	25	500
5746	1	1	2	0	2	378	477	137	500
43923	1	1	2	0	2	333	261	-132	500
43688	1	1	2	0	2	289	1042	135	500
28082	1	1	2	0	2	256	872	136	500
42213	1	1	2	0	2	534	798	217	500
20872	1	1	2	0	2	400	742	134	500
17915	1	1	2	0	2	233	656	132	500
11933	1	1	2	0	2	711	599	197	500
35333	1	1	2	0	2	445	416	-126	500
1622	1	1	2	0	2	378	327	133	500
58262	1	1	2	0	2	200	167	162	500
7990	1	1	2	0	2	600	433	-211	500
46801	1	1	2	0	2	356	270	-141	500
5557	1	1	2	0	2	334	261	-133	500
59574	1	1	2	0	2	222	178	-124	500
51715	1	1	2	0	2	189	177	-121	500
631	1	1	2	0	2	455	1170	-35	500
8861	1	1	2	0	2	289	1008	125	500
16857	1	1	2	0	2	322	743	-3	500
50452	1	1	2	0	2	422	697	134	500
38466	1	1	2	0	2	400	360	135	500
49649	1	1	2	0	2	322	1887	153	500
31862	1	1	2	0	2	356	1239	-127	500
39198	1	1	2	0	2	667	526	217	500
46590	1	1	2	0	2	544	483	-1	500
37180	1	1	2	0	2	400	461	137	500
35210	1	1	2	0	2	489	817	-148	500
