LINK	ANODE	BNODE	AB_000_015	AB_015_030	AB_030_045	AB_045_100	AB_100_115	AB_115_130	AB_130_145	AB_145_200	AB_200_215	AB_215_230	AB_230_245	AB_245_300	AB_300_315	AB_315_330	AB_330_345	AB_345_400	BA_000_015	BA_015_030	BA_030_045	BA_045_100	BA_100_115	BA_115_130	BA_130_145	BA_145_200	BA_200_215	BA_215_230	BA_230_245	BA_245_300	BA_300_315	BA_315_330	BA_330_345	BA_345_400
198	108	109	0.72	0.73	0.72	0.72	0.72	0.72	0.73	0.73	0.72	0.72	0.73	0.72	0.72	0.73	0.71	0.72	0.79	0.82	0.84	0.82	0.85	0.87	0.92	0.85	0.77	1.00	1.00	1.00	1.00	0.79	1.00	1.00
199	109	110	0.72	0.73	0.71	0.71	0.73	0.73	0.73	0.73	0.73	0.70	0.74	0.74	0.74	0.74	0.71	0.74	0.73	0.74	0.73	0.75	0.74	0.73	0.74	0.74	0.73	1.00	0.77	0.74	0.79	0.73	0.73	1.00
200	100	111	0.76	0.74	0.74	0.75	0.74	0.73	0.73	0.73	0.73	0.75	0.75	0.73	0.75	0.75	0.74	0.74	0.74	0.73	0.74	0.73	0.74	0.74	0.74	0.74	0.74	1.00	1.00	0.70	1.00	1.00	1.00	1.00
201	101	112	0.75	0.71	0.72	0.73	0.72	0.73	0.73	0.73	0.75	0.72	0.73	0.72	0.70	0.74	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.71	0.74	1.00	0.75	1.00	0.71	1.00	0.73
202	102	113	0.83	0.80	0.81	0.81	0.81	0.81	0.81	0.82	0.82	0.82	0.81	0.81	0.81	0.81	0.83	0.82	0.83	0.83	0.82	0.82	0.84	0.82	0.82	0.82	0.79	1.00	1.00	1.00	1.00	1.00	1.00	1.00
203	103	114	0.74	0.71	0.72	0.73	0.72	0.74	0.73	0.72	0.73	0.73	0.73	0.73	0.74	0.73	0.71	0.74	0.73	0.73	0.73	0.72	0.74	0.73	0.73	0.73	0.74	1.00	1.00	0.74	1.00	1.00	1.00	0.74
204	104	115	0.73	0.72	0.72	0.73	0.72	0.73	0.73	0.73	0.73	0.74	0.74	0.72	0.71	0.74	0.71	0.73	0.73	0.72	0.73	0.74	0.73	0.73	0.73	0.73	0.70	1.00	1.00	1.00	1.00	1.00	1.00	1.00
205	105	116	0.81	0.80	0.80	0.81	0.81	0.81	0.81	0.82	0.81	0.82	0.81	0.81	0.82	0.82	0.85	0.82	0.83	0.82	0.82	0.81	0.82	0.82	0.83	0.82	0.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00
206	106	117	0.72	0.72	0.72	0.73	0.73	0.73	0.73	0.73	0.72	0.72	0.75	0.73	0.73	0.74	0.71	0.73	0.73	0.73	0.72	0.73	0.71	0.73	0.73	0.72	0.71	0.76	1.00	1.00	1.00	1.00	1.00	1.00
207	107	118	0.75	0.72	0.73	0.74	0.73	0.73	0.73	0.73	0.74	0.72	0.72	0.73	0.73	0.72	1.00	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.72	1.00	1.00	1.00	1.00	1.00	1.00	0.80
208	108	119	0.81	0.81	0.81	0.80	0.80	0.81	0.81	0.82	0.82	0.82	0.83	0.83	0.81	0.81	0.80	0.83	0.83	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	1.00	1.00	1.00	1.00	1.00	1.00	1.00
209	109	120	0.73	0.72	0.72	0.72	0.73	0.73	0.73	0.74	0.74	0.73	0.73	0.74	0.74	0.73	0.74	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.74	0.73	0.71	0.78	1.00	1.00	0.81	1.00	1.00	1.00
210	110	121	0.73	0.72	0.73	0.74	0.73	0.73	0.74	0.74	0.74	0.74	0.75	0.75	0.75	0.73	0.73	0.74	0.74	0.73	0.74	0.74	0.74	0.74	0.73	0.73	0.72	1.00	1.00	0.79	1.00	1.00	1.00	1.00
211	111	112	0.73	0.74	0.74	0.74	0.74	0.74	0.74	0.74	1.00	0.75	0.77	1.00	1.00	1.00	1.00	1.00	0.73	0.73	0.74	0.74	0.75	0.75	0.75	0.74	0.74	0.76	0.76	0.74	0.76	0.72	0.73	0.74
212	112	113	0.78	0.80	0.80	0.81	0.80	0.80	0.80	0.80	0.87	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.73	0.72	0.74	0.73	0.73	0.73	0.73	0.72	0.72	0.72	0.72	0.73	0.73	0.72	0.73	0.73
213	113	114	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.69	0.73	0.81	0.77	0.69	1.00	0.73	0.77	0.79	0.78	0.77	0.79	0.79	0.78	0.77	0.74	1.00	0.74	0.75	0.78	0.75	0.71	0.74
214	114	115	0.72	0.73	0.73	0.72	0.73	0.73	0.73	0.72	0.72	0.74	0.74	1.00	0.74	1.00	1.00	1.00	0.72	0.73	0.73	0.74	0.73	0.73	0.73	0.72	0.72	0.76	0.72	0.72	0.74	0.71	1.00	0.72
215	115	116	0.77	0.79	0.79	0.79	0.78	0.79	0.79	0.78	0.80	0.60	0.73	1.00	1.00	1.00	1.00	1.00	0.72	0.73	0.73	0.74	0.73	0.73	0.73	0.72	0.72	0.72	0.71	0.71	0.72	0.73	0.75	0.72
216	116	117	0.73	0.73	0.72	0.73	0.72	0.73	0.72	0.72	0.72	0.71	0.72	0.72	0.71	0.76	0.75	0.73	0.77	0.78	0.78	0.79	0.80	0.78	0.79	0.77	0.77	0.72	0.73	1.00	0.72	0.81	0.71	0.74
217	117	118	0.72	0.73	0.73	0.73	0.73	0.73	0.72	0.72	0.73	0.73	0.73	0.73	0.71	1.00	1.00	0.74	0.71	0.73	0.73	0.73	0.73	0.74	0.73	0.72	0.72	1.00	1.00	0.70	0.74	0.71	0.72	1.00
218	118	119	0.77	0.77	0.79	0.77	0.78	0.78	0.76	0.76	0.76	0.72	0.74	0.74	0.73	1.00	1.00	0.72	0.72	0.73	0.73	0.73	0.73	0.72	0.73	0.73	0.73	1.00	0.73	0.72	0.74	0.74	0.72	0.76
219	119	120	0.72	0.73	0.73	0.72	0.73	0.73	0.73	0.73	0.73	0.73	0.71	0.72	0.71	0.73	0.73	0.74	0.78	0.78	0.80	0.80	0.79	0.78	0.80	0.78	0.75	1.00	1.00	1.00	1.00	1.00	1.00	1.00
220	120	121	0.75	0.74	0.74	0.75	0.74	0.74	0.74	0.74	0.74	0.73	0.74	0.73	0.72	0.75	0.73	0.72	0.74	0.75	0.74	0.74	0.74	0.74	0.74	0.73	0.72	1.00	1.00	1.00	1.00	1.00	1.00	1.00
