ACCESS	FROM_ID	FROM_TYPE	TO_ID	TO_TYPE	TIME	COST
153	77	ACTIVITY	77	PARKING	0	0
154	77	PARKING	77	ACTIVITY	0	0
155	78	ACTIVITY	78	PARKING	0	0
156	78	PARKING	78	ACTIVITY	0	0
157	79	ACTIVITY	79	PARKING	0	0
158	79	PARKING	79	ACTIVITY	0	0
159	80	ACTIVITY	80	PARKING	0	0
160	80	PARKING	80	ACTIVITY	0	0
161	81	ACTIVITY	81	PARKING	0	0
162	81	PARKING	81	ACTIVITY	0	0
163	82	ACTIVITY	82	PARKING	0	0
164	82	PARKING	82	ACTIVITY	0	0
165	83	ACTIVITY	83	PARKING	0	0
166	83	PARKING	83	ACTIVITY	0	0
167	84	ACTIVITY	84	PARKING	0	0
168	84	PARKING	84	ACTIVITY	0	0
169	85	ACTIVITY	85	PARKING	0	0
170	85	PARKING	85	ACTIVITY	0	0
171	86	ACTIVITY	86	PARKING	0	0
172	86	PARKING	86	ACTIVITY	0	0
173	87	ACTIVITY	87	PARKING	0	0
174	87	PARKING	87	ACTIVITY	0	0
175	88	ACTIVITY	88	PARKING	0	0
176	88	PARKING	88	ACTIVITY	0	0
177	89	ACTIVITY	89	PARKING	0	0
178	89	PARKING	89	ACTIVITY	0	0
179	90	ACTIVITY	90	PARKING	0	0
180	90	PARKING	90	ACTIVITY	0	0
181	91	ACTIVITY	91	PARKING	0	0
182	91	PARKING	91	ACTIVITY	0	0
183	92	ACTIVITY	92	PARKING	0	0
184	92	PARKING	92	ACTIVITY	0	0
185	93	ACTIVITY	93	PARKING	0	0
186	93	PARKING	93	ACTIVITY	0	0
187	94	ACTIVITY	94	PARKING	0	0
188	94	PARKING	94	ACTIVITY	0	0
189	95	ACTIVITY	95	PARKING	0	0
190	95	PARKING	95	ACTIVITY	0	0
191	96	ACTIVITY	96	PARKING	0	0
192	96	PARKING	96	ACTIVITY	0	0
193	97	ACTIVITY	97	PARKING	0	0
194	97	PARKING	97	ACTIVITY	0	0
195	98	ACTIVITY	98	PARKING	0	0
196	98	PARKING	98	ACTIVITY	0	0
197	99	ACTIVITY	99	PARKING	0	0
198	99	PARKING	99	ACTIVITY	0	0
199	100	ACTIVITY	100	PARKING	0	0
200	100	PARKING	100	ACTIVITY	0	0
201	101	ACTIVITY	101	PARKING	0	0
202	101	PARKING	101	ACTIVITY	0	0
203	102	ACTIVITY	102	PARKING	0	0
204	102	PARKING	102	ACTIVITY	0	0
205	103	ACTIVITY	103	PARKING	0	0
206	103	PARKING	103	ACTIVITY	0	0
207	104	ACTIVITY	104	PARKING	0	0
208	104	PARKING	104	ACTIVITY	0	0
209	105	ACTIVITY	105	PARKING	0	0
210	105	PARKING	105	ACTIVITY	0	0
211	106	ACTIVITY	106	PARKING	0	0
212	106	PARKING	106	ACTIVITY	0	0
213	107	ACTIVITY	107	PARKING	0	0
214	107	PARKING	107	ACTIVITY	0	0
215	108	ACTIVITY	108	PARKING	0	0
216	108	PARKING	108	ACTIVITY	0	0
217	109	ACTIVITY	109	PARKING	0	0
218	109	PARKING	109	ACTIVITY	0	0
219	110	ACTIVITY	110	PARKING	0	0
220	110	PARKING	110	ACTIVITY	0	0
221	111	ACTIVITY	111	PARKING	0	0
222	111	PARKING	111	ACTIVITY	0	0
223	112	ACTIVITY	112	PARKING	0	0
224	112	PARKING	112	ACTIVITY	0	0
225	113	ACTIVITY	113	PARKING	0	0
226	113	PARKING	113	ACTIVITY	0	0
227	114	ACTIVITY	114	PARKING	0	0
228	114	PARKING	114	ACTIVITY	0	0
229	115	ACTIVITY	115	PARKING	0	0
230	115	PARKING	115	ACTIVITY	0	0
231	116	ACTIVITY	116	PARKING	0	0
232	116	PARKING	116	ACTIVITY	0	0
233	117	ACTIVITY	117	PARKING	0	0
234	117	PARKING	117	ACTIVITY	0	0
235	118	ACTIVITY	118	PARKING	0	0
236	118	PARKING	118	ACTIVITY	0	0
237	119	ACTIVITY	119	PARKING	0	0
238	119	PARKING	119	ACTIVITY	0	0
239	120	ACTIVITY	120	PARKING	0	0
240	120	PARKING	120	ACTIVITY	0	0
241	121	ACTIVITY	121	PARKING	0	0
242	121	PARKING	121	ACTIVITY	0	0
243	122	ACTIVITY	122	PARKING	0	0
244	122	PARKING	122	ACTIVITY	0	0
245	123	ACTIVITY	123	PARKING	0	0
246	123	PARKING	123	ACTIVITY	0	0
247	124	ACTIVITY	124	PARKING	0	0
248	124	PARKING	124	ACTIVITY	0	0
249	125	ACTIVITY	125	PARKING	0	0
250	125	PARKING	125	ACTIVITY	0	0
251	126	ACTIVITY	126	PARKING	0	0
252	126	PARKING	126	ACTIVITY	0	0
253	127	ACTIVITY	127	PARKING	0	0
254	127	PARKING	127	ACTIVITY	0	0
255	128	ACTIVITY	128	PARKING	0	0
256	128	PARKING	128	ACTIVITY	0	0
257	129	ACTIVITY	129	PARKING	0	0
258	129	PARKING	129	ACTIVITY	0	0
259	130	ACTIVITY	130	PARKING	0	0
260	130	PARKING	130	ACTIVITY	0	0
261	131	ACTIVITY	131	PARKING	0	0
262	131	PARKING	131	ACTIVITY	0	0
263	132	ACTIVITY	132	PARKING	0	0
264	132	PARKING	132	ACTIVITY	0	0
265	133	ACTIVITY	133	PARKING	0	0
266	133	PARKING	133	ACTIVITY	0	0
267	134	ACTIVITY	134	PARKING	0	0
268	134	PARKING	134	ACTIVITY	0	0
269	135	ACTIVITY	135	PARKING	0	0
270	135	PARKING	135	ACTIVITY	0	0
271	136	ACTIVITY	136	PARKING	0	0
272	136	PARKING	136	ACTIVITY	0	0
273	137	ACTIVITY	137	PARKING	0	0
274	137	PARKING	137	ACTIVITY	0	0
275	138	ACTIVITY	138	PARKING	0	0
276	138	PARKING	138	ACTIVITY	0	0
277	139	ACTIVITY	139	PARKING	0	0
278	139	PARKING	139	ACTIVITY	0	0
279	140	ACTIVITY	140	PARKING	0	0
280	140	PARKING	140	ACTIVITY	0	0
281	141	ACTIVITY	141	PARKING	0	0
282	141	PARKING	141	ACTIVITY	0	0
283	142	ACTIVITY	142	PARKING	0	0
284	142	PARKING	142	ACTIVITY	0	0
285	143	ACTIVITY	143	PARKING	0	0
286	143	PARKING	143	ACTIVITY	0	0
287	144	ACTIVITY	144	PARKING	0	0
288	144	PARKING	144	ACTIVITY	0	0
289	145	ACTIVITY	145	PARKING	0	0
290	145	PARKING	145	ACTIVITY	0	0
291	146	ACTIVITY	146	PARKING	0	0
292	146	PARKING	146	ACTIVITY	0	0
293	147	ACTIVITY	147	PARKING	0	0
294	147	PARKING	147	ACTIVITY	0	0
295	148	ACTIVITY	148	PARKING	0	0
296	148	PARKING	148	ACTIVITY	0	0
297	149	ACTIVITY	149	PARKING	0	0
298	149	PARKING	149	ACTIVITY	0	0
299	150	ACTIVITY	150	PARKING	0	0
300	150	PARKING	150	ACTIVITY	0	0
301	151	ACTIVITY	151	PARKING	0	0
302	151	PARKING	151	ACTIVITY	0	0
303	152	ACTIVITY	152	PARKING	0	0
304	152	PARKING	152	ACTIVITY	0	0
305	153	ACTIVITY	153	PARKING	0	0
306	153	PARKING	153	ACTIVITY	0	0
307	154	ACTIVITY	154	PARKING	0	0
308	154	PARKING	154	ACTIVITY	0	0
309	155	ACTIVITY	155	PARKING	0	0
310	155	PARKING	155	ACTIVITY	0	0
311	156	ACTIVITY	156	PARKING	0	0
312	156	PARKING	156	ACTIVITY	0	0
313	157	ACTIVITY	157	PARKING	0	0
314	157	PARKING	157	ACTIVITY	0	0
315	158	ACTIVITY	158	PARKING	0	0
316	158	PARKING	158	ACTIVITY	0	0
317	159	ACTIVITY	159	PARKING	0	0
318	159	PARKING	159	ACTIVITY	0	0
319	160	ACTIVITY	160	PARKING	0	0
320	160	PARKING	160	ACTIVITY	0	0
321	161	ACTIVITY	161	PARKING	0	0
322	161	PARKING	161	ACTIVITY	0	0
323	162	ACTIVITY	162	PARKING	0	0
324	162	PARKING	162	ACTIVITY	0	0
325	163	ACTIVITY	163	PARKING	0	0
326	163	PARKING	163	ACTIVITY	0	0
327	164	ACTIVITY	164	PARKING	0	0
328	164	PARKING	164	ACTIVITY	0	0
329	165	ACTIVITY	165	PARKING	0	0
330	165	PARKING	165	ACTIVITY	0	0
331	166	ACTIVITY	166	PARKING	0	0
332	166	PARKING	166	ACTIVITY	0	0
333	167	ACTIVITY	167	PARKING	0	0
334	167	PARKING	167	ACTIVITY	0	0
335	168	ACTIVITY	168	PARKING	0	0
336	168	PARKING	168	ACTIVITY	0	0
